"id","id_openstreetmap","nome","latitude","longitude"
338,"4137753","Borgo storico medievale di Giove",42.50922561784989,12.325196378366991

339,"4137770","Cappella di San Rocco",42.50954586281984,12.328507762530462

340,"4137787","Rocca d'Aries",43.38695710118973,12.352913476965965

341,"4137804","Il borgo medievale di Stroncone",42.49823822317521,12.662648408495174

342,"4137819","Torre del Moro",42.71849809478837,12.110651897069928

343,"4137836","Teatro dei Rustici",42.916457367905615,12.05169159739693

344,"4137853","Torre dell'orologio - Monteleone di Orvieto",42.917108907810146,12.051180032442401

345,"4137870","Museo Emilio Greco - Orvieto",42.71661631581442,12.113686667262618

